Block Type,96well,,
Chemistry,SYBR_GREEN,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\LCB\20190426\SSDA-0.eds,,
Experiment Run End Time,2019-04-26 13:05:40 PM PDT,,
Instrument Type,steponeplus,,
Passive Reference,ROX,,
,,,
Well,Cycle,SYBR,ROX
C9,141,320468.875,27346.49609
C10,141,,
C11,141,,
C12,141,,
D1,141,316025.5625,27712.21094
D2,141,,
D3,141,312802.6875,27683.88281
D4,141,,
D5,141,295190.1563,27446.30859
D6,141,,
D7,141,294111.875,27906.11328
D8,141,,
D9,141,367119.0625,33998.08594
D10,141,,
D11,141,,
D12,141,,
E1,141,322227.4063,29557.21484
E2,141,,
E3,141,344203.875,30608.29297
E4,141,,
E5,141,335484.5313,31224.82813
E6,141,,
E7,141,323458.75,29451.86328
E8,141,,
E9,141,341888.4063,30245.85156
E10,141,,
E11,141,,
E12,141,,
F1,141,336763,31157.33984
F2,141,,
F3,141,325355.1563,29431.16406
F4,141,,
F5,141,310160.3438,28639.94531
F6,141,,
F7,141,329199.9375,30299.6875
F8,141,,
F9,141,343474.7813,30980.68359
F10,141,,
F11,141,,
F12,141,,
G1,141,299422.0938,28343.00391
G2,141,,
G3,141,325871.625,29615.72656
G4,141,,
G5,141,334920.0625,31975.24609
G6,141,,
G7,141,311222.5313,29489.22266
G8,141,,
G9,141,389248.9063,39124.125
G10,141,,
G11,141,,
G12,141,,
H1,141,282745.4063,27963.03906
H2,141,,
H3,141,319576.9688,30918.20313
H4,141,,
H5,141,72129.07813,32852.01953
H6,141,,
H7,141,330399.0313,32467.16016
H8,141,,
H9,141,-10747.3877,-2064.165527
H10,141,,
H11,141,,
H12,141,,
A1,142,288811.5625,26010.04297
A2,142,,
A3,142,364848.375,34220.83594
A4,142,,
A5,142,310710.625,27377.53516
A6,142,,
A7,142,337284.3125,29532.03516
A8,142,,
A9,142,373491.375,31682.21094
A10,142,,
A11,142,,
A12,142,,
B1,142,269244,26023.71094
B2,142,,
B3,142,351109.625,30144.67969
B4,142,,
B5,142,298252.9375,25806.11328
B6,142,,
B7,142,296805.6563,26673.22266
B8,142,,
B9,142,306664.4063,27103.92188
B10,142,,
B11,142,,
B12,142,,
C1,142,360035.8438,33483.32422
C2,142,,
C3,142,336494.3125,29041.02344
C4,142,,
C5,142,304221.4063,28165.82031
C6,142,,
C7,142,320027.25,29810.80859
C8,142,,
C9,142,318702.2813,27550.58984
C10,142,,
C11,142,,
C12,142,,
D1,142,313718.5313,27864.16797
D2,142,,
D3,142,309772.1563,27734.70313
D4,142,,
D5,142,293439.25,27656.87109
D6,142,,
D7,142,292417.5313,28125.48047
D8,142,,
D9,142,365145.6563,34204.61328
D10,142,,
D11,142,,
D12,142,,
E1,142,319933.8438,29751.06641
E2,142,,
E3,142,341302.4063,30725.65625
E4,142,,
E5,142,335747.7188,31805.69141
E6,142,,
E7,142,322242.8438,29751.625
E8,142,,
E9,142,339433.7813,30406.22266
E10,142,,
E11,142,,
E12,142,,
F1,142,334174.0313,31344.20313
F2,142,,
F3,142,322331.1563,29518.42578
F4,142,,
F5,142,310706.7188,29210.23828
F6,142,,
F7,142,326858.4688,30576.66016
F8,142,,
F9,142,340607.4375,31108.16797
F10,142,,
F11,142,,
F12,142,,
G1,142,297249.2813,28540.15625
G2,142,,
G3,142,323285.5313,29810.625
G4,142,,
G5,142,331647.5313,32022.20703
G6,142,,
G7,142,308425.4688,29519.69531
G8,142,,
G9,142,387063.5625,39337.87891
G10,142,,
G11,142,,
G12,142,,
H1,142,279700.0625,28073.71094
H2,142,,
H3,142,316983.4688,31061.71094
H4,142,,
H5,142,71897.28125,33051.51563
H6,142,,
H7,142,327717.125,32605.62891
H8,142,,
H9,142,-10736.66406,-2069.415039
H10,142,,
H11,142,,
H12,142,,
A1,143,285594.625,26086.61328
A2,143,,
A3,143,361957.3438,34408.86719
A4,143,,
A5,143,307072.9688,27506.60156
A6,143,,
A7,143,335074.375,29733.74609
A8,143,,
A9,143,369903.1875,31805.83594
A10,143,,
A11,143,,
A12,143,,
B1,143,267722.4063,26151.43359
B2,143,,
B3,143,347523.25,30199.53516
B4,143,,
B5,143,293247.625,25658.07422
B6,143,,
B7,143,293802,26667.67188
B8,143,,
B9,143,304582.9063,27344.57813
B10,143,,
B11,143,,
B12,143,,
C1,143,356033.1875,33501.09375
C2,143,,
C3,143,334639.875,29302.08594
C4,143,,
C5,143,304627.4375,28801.50781
C6,143,,
C7,143,318448.125,30055.24219
C8,143,,
C9,143,315071.5625,27605.43359
C10,143,,
C11,143,,
C12,143,,
D1,143,310496.0625,27974.93359
D2,143,,
D3,143,309241.875,28076.64844
D4,143,,
D5,143,288718.875,27428.85547
D6,143,,
D7,143,290570.5,28350.19531
D8,143,,
D9,143,361735.625,34370.37891
D10,143,,
D11,143,,
D12,143,,
E1,143,317127.4688,29879.03906
E2,143,,
E3,143,340135.6563,31039.82813
E4,143,,
E5,143,329066.25,31348.71484
E6,143,,
E7,143,320380.4375,30023.36328
E8,143,,
E9,143,337021.1563,30557.625
E10,143,,
E11,143,,
E12,143,,
F1,143,330977.6563,31479.26563
F2,143,,
F3,143,320302.7188,29776.88672
F4,143,,
F5,143,304990.625,28937.82422
F6,143,,
F7,143,324345.875,30757.77734
F8,143,,
F9,143,337903.5938,31282
F10,143,,
F11,143,,
F12,143,,
G1,143,294991.5938,28727.40234
G2,143,,
G3,143,320277.875,29937.6875
G4,143,,
G5,143,330948.5,32458.12891
G6,143,,
G7,143,305671.0313,29607.36328
G8,143,,
G9,143,383950.625,39524.42188
G10,143,,
G11,143,,
G12,143,,
H1,143,277085.7188,28141.03906
H2,143,,
H3,143,314757,31213.81641
H4,143,,
H5,143,71113.75781,32933.13281
H6,143,,
H7,143,325086.2813,32710.55469
H8,143,,
H9,143,-10734.09668,-2068.871582
H10,143,,
H11,143,,
H12,143,,
A1,144,282792.4688,26189.55469
A2,144,,
A3,144,359106.4063,34567.31641
A4,144,,
A5,144,304568.0313,27633.08594
A6,144,,
A7,144,332335.8438,30039.20313
A8,144,,
A9,144,366766.25,31990.82422
A10,144,,
A11,144,,
A12,144,,
B1,144,266765.2188,26425.79297
B2,144,,
B3,144,345272.2813,30423.76953
B4,144,,
B5,144,290386.6563,25761.62891
B6,144,,
B7,144,292850.125,27092.03516
B8,144,,
B9,144,302005.5625,27496.29297
B10,144,,
B11,144,,
B12,144,,
C1,144,351815.125,33450.88672
C2,144,,
C3,144,331279.1875,29416.21875
C4,144,,
C5,144,302576.9063,28970.83984
C6,144,,
C7,144,315057.8438,30176.26172
C8,144,,
C9,144,313031.2188,27789.87109
C10,144,,
C11,144,,
C12,144,,
D1,144,306440.8125,27944.76172
D2,144,,
D3,144,306149.375,28176.38281
D4,144,,
D5,144,287254.4688,27625.71484
D6,144,,
D7,144,285904.5938,28203.30859
D8,144,,
D9,144,360483.0313,34632.33984
D10,144,,
D11,144,,
D12,144,,
E1,144,314565.4063,30040.30469
E2,144,,
E3,144,337275.6875,31196.41016
E4,144,,
E5,144,325999.375,31436.23438
E6,144,,
E7,144,315722.8125,29798.73828
E8,144,,
E9,144,335702.3438,30890.00781
E10,144,,
E11,144,,
E12,144,,
F1,144,328029.0938,31590.52344
F2,144,,
F3,144,317316.3438,29906.82031
F4,144,,
F5,144,302509.125,29053.03125
F6,144,,
F7,144,321315.1563,30704.71094
F8,144,,
F9,144,336369.4063,31624.21484
F10,144,,
F11,144,,
F12,144,,
G1,144,291851.5625,28792.75
G2,144,,
G3,144,318129.8438,30165.6875
G4,144,,
G5,144,329348.5,32782.28906
G6,144,,
G7,144,304101.8125,30000.47656
G8,144,,
G9,144,379581.8438,39624.17578
G10,144,,
G11,144,,
G12,144,,
H1,144,274676.375,28292.71875
H2,144,,
H3,144,312315.125,31410.56641
H4,144,,
H5,144,70455.03125,32925.45703
H6,144,,
H7,144,322806.9688,32968
H8,144,,
H9,144,-10778.22363,-2087.196777
H10,144,,
H11,144,,
H12,144,,
A1,145,281664.3438,26439.79688
A2,145,,
A3,145,356098.0313,34764.625
A4,145,,
A5,145,304374.4688,27909.40625
A6,145,,
A7,145,329068.5625,29900.64453
A8,145,,
A9,145,365130.75,32368.57813
A10,145,,
A11,145,,
A12,145,,
B1,145,262132.1094,26256.21875
B2,145,,
B3,145,342789.6563,30612.41016
B4,145,,
B5,145,292738.0938,26400.74219
B6,145,,
B7,145,287702.1563,26770.39453
B8,145,,
B9,145,299879.7188,27543.22266
B10,145,,
B11,145,,
B12,145,,
C1,145,349754.9688,33838.42969
C2,145,,
C3,145,328345.2813,29533.16797
C4,145,,
C5,145,297285.375,28546.87109
C6,145,,
C7,145,313044.8438,30102.05859
C8,145,,
C9,145,312301.2188,28211.23828
C10,145,,
C11,145,,
C12,145,,
D1,145,305561.0625,28309.41016
D2,145,,
D3,145,304230.9063,28359.81641
D4,145,,
D5,145,287278.9688,28163.24219
D6,145,,
D7,145,286202.125,28703.625
D8,145,,
D9,145,358351.0938,34946.22266
D10,145,,
D11,145,,
D12,145,,
E1,145,311812.8438,30198.29297
E2,145,,
E3,145,334856.3438,31377.77734
E4,145,,
E5,145,328496.5625,32388.46875
E6,145,,
E7,145,316824.2813,30566.37109
E8,145,,
E9,145,333584.75,31138.83203
E10,145,,
E11,145,,
E12,145,,
F1,145,325400.375,31796.70313
F2,145,,
F3,145,314780.3438,30103.6875
F4,145,,
F5,145,305191.3438,29942.92188
F6,145,,
F7,145,320516.7188,31369.69531
F8,145,,
F9,145,333555.0313,31829.74219
F10,145,,
F11,145,,
F12,145,,
G1,145,289221.1563,28910.86328
G2,145,,
G3,145,315113.0313,30261.14063
G4,145,,
G5,145,323301.4063,32435.38672
G6,145,,
G7,145,299695.625,29688.40625
G8,145,,
G9,145,375617.1563,39657.16797
G10,145,,
G11,145,,
G12,145,,
H1,145,272021.2813,28346.98828
H2,145,,
H3,145,309834.7813,31566.59375
H4,145,,
H5,145,70520.30469,33264.14453
H6,145,,
H7,145,319101.875,32952.20313
H8,145,,
H9,145,-10751.61523,-2089.362793
H10,145,,
H11,145,,
H12,145,,
A1,146,279047.2188,26505.55859
A2,146,,
A3,146,353461.6875,34961.74219
A4,146,,
A5,146,300675.2813,28018.08594
A6,146,,
A7,146,326841.8438,30161.93359
A8,146,,
A9,146,362190.25,32474.02344
A10,146,,
A11,146,,
A12,146,,
B1,146,260874.7031,26541.3125
B2,146,,
B3,146,339572.4063,30759.94531
B4,146,,
B5,146,288093.0625,26281.60156
B6,146,,
B7,146,286163.5313,27018.98438
B8,146,,
B9,146,295725.2813,27570.25
B10,146,,
B11,146,,
B12,146,,
C1,146,348492.7813,34134.91797
C2,146,,
C3,146,326441.5625,29782.75
C4,146,,
C5,146,296513.5938,29083.17188
C6,146,,
C7,146,310368.6875,30344.43359
C8,146,,
C9,146,309237.25,28193.25391
C10,146,,
C11,146,,
C12,146,,
D1,146,303247.7188,28452.68359
D2,146,,
D3,146,302308.3438,28579.19922
D4,146,,
D5,146,283294.9688,28077.84375
D6,146,,
D7,146,282843.0625,28798.21094
D8,146,,
D9,146,355836.2813,35090.79688
D10,146,,
D11,146,,
D12,146,,
E1,146,308646.3438,30305.77344
E2,146,,
E3,146,331741.4375,31470.11328
E4,146,,
E5,146,322557.2188,32062.43359
E6,146,,
E7,146,313686.4688,30610.90234
E8,146,,
E9,146,331764.5625,31353.07813
E10,146,,
E11,146,,
E12,146,,
F1,146,322574.8438,31937.05078
F2,146,,
F3,146,311803.2813,30182.625
F4,146,,
F5,146,299444.3438,29598.46875
F6,146,,
F7,146,316867.4688,31311.44922
F8,146,,
F9,146,331780.7813,32075.71875
F10,146,,
F11,146,,
F12,146,,
G1,146,287093.2813,29090.37109
G2,146,,
G3,146,312539.2813,30466.19531
G4,146,,
G5,146,322403.5313,32872.36328
G6,146,,
G7,146,297470.125,29936.59375
G8,146,,
G9,146,372864.375,39917.01172
G10,146,,
G11,146,,
G12,146,,
H1,146,269348.9063,28463.66797
H2,146,,
H3,146,307249.9063,31716.73438
H4,146,,
H5,146,69593.69531,33087.89063
H6,146,,
H7,146,316566.6563,33137.60547
H8,146,,
H9,146,-10755.01758,-2080.316162
H10,146,,
H11,146,,
H12,146,,
A1,147,277110.7813,26677.69141
A2,147,,
A3,147,350512.1563,35135.56641
A4,147,,
A5,147,298400.8438,28159.51953
A6,147,,
A7,147,324204.4063,30344.01563
A8,147,,
A9,147,358139.375,32587.17578
A10,147,,
A11,147,,
A12,147,,
B1,147,257768.25,26598.04688
B2,147,,
B3,147,336214.0938,30884.48438
B4,147,,
B5,147,286576.0625,26524.17188
B6,147,,
B7,147,284454.25,27260.71875
B8,147,,
B9,147,295779.8438,28019.67188
B10,147,,
B11,147,,
B12,147,,
C1,147,344942.5938,34236.63281
C2,147,,
C3,147,323495.0625,29943.65625
C4,147,,
C5,147,293387.2813,29147.33594
C6,147,,
C7,147,306932.5625,30405.40625
C8,147,,
C9,147,306095.4375,28369.92969
C10,147,,
C11,147,,
C12,147,,
D1,147,299777.9375,28494.88281
D2,147,,
D3,147,300723.5625,28798.85547
D4,147,,
D5,147,281533.1875,28285.44922
D6,147,,
D7,147,278674.3125,28730.0625
D8,147,,
D9,147,351797.9375,35140.1875
D10,147,,
D11,147,,
D12,147,,
E1,147,305391.25,30337.33203
E2,147,,
E3,147,330106.5625,31726.32813
E4,147,,
E5,147,321003.0625,32363.33594
E6,147,,
E7,147,310470.9375,30632.34375
E8,147,,
E9,147,328819.2813,31507.07031
E10,147,,
E11,147,,
E12,147,,
F1,147,319191.9063,32006.54688
F2,147,,
F3,147,309526.25,30394.85156
F4,147,,
F5,147,297334.9375,29791.49609
F6,147,,
F7,147,314107.5313,31382.87891
F8,147,,
F9,147,328500.9688,32181.67578
F10,147,,
F11,147,,
F12,147,,
G1,147,284405.5313,29227.53906
G2,147,,
G3,147,309155.4375,30535.48047
G4,147,,
G5,147,319575,33009.96875
G6,147,,
G7,147,295212.1875,30132.51563
G8,147,,
G9,147,369897.9688,40045.77734
G10,147,,
G11,147,,
G12,147,,
H1,147,266575.7188,28553.06641
H2,147,,
H3,147,304795.9688,31871.46094
H4,147,,
H5,147,69153.74219,33177.96875
H6,147,,
H7,147,313980.0625,33272.40625
H8,147,,
H9,147,-10778.86914,-2078.441895
H10,147,,
H11,147,,
H12,147,,
A1,148,274112.7188,26748.80859
A2,148,,
A3,148,347036.7188,35204.82031
A4,148,,
A5,148,295450.9688,28372.04688
A6,148,,
A7,148,321400.75,30547.3125
A8,148,,
A9,148,355270.3125,32707.20703
A10,148,,
A11,148,,
A12,148,,
B1,148,256626.8125,26869.76563
B2,148,,
B3,148,334422.0625,31102.12109
B4,148,,
B5,148,282492.0313,26488.0625
B6,148,,
B7,148,282260.0313,27440.20313
B8,148,,
B9,148,291377.75,27942.57031
B10,148,,
B11,148,,
B12,148,,
C1,148,342106.8438,34380.84375
C2,148,,
C3,148,320275.7813,30031.44531
C4,148,,
C5,148,293232.1875,29659.28906
C6,148,,
C7,148,303739.9375,30481.97656
C8,148,,
C9,148,303030.25,28461.03906
C10,148,,
C11,148,,
C12,148,,
D1,148,297516.2188,28648.12109
D2,148,,
D3,148,296718.125,28767.73438
D4,148,,
D5,148,276567.75,28008.87109
D6,148,,
D7,148,275314.8438,28781.74219
D8,148,,
D9,148,349047.1563,35328.19141
D10,148,,
D11,148,,
D12,148,,
E1,148,303049.8125,30502.97656
E2,148,,
E3,148,326901.375,31878.57031
E4,148,,
E5,148,315197.2188,31999.21484
E6,148,,
E7,148,307384.2813,30673.67969
E8,148,,
E9,148,325346.2188,31582.48047
E10,148,,
E11,148,,
E12,148,,
F1,148,316705.4375,32167.33203
F2,148,,
F3,148,306575.1563,30522.11328
F4,148,,
F5,148,291904.3125,29512.48828
F6,148,,
F7,148,311282.4688,31464.49609
F8,148,,
F9,148,325554.0313,32259.90234
F10,148,,
F11,148,,
F12,148,,
G1,148,280649.7813,29153.97266
G2,148,,
G3,148,306574.0625,30715.07422
G4,148,,
G5,148,319053,33519.36328
G6,148,,
G7,148,292867.25,30328.35156
G8,148,,
G9,148,367902.4063,40393.03906
G10,148,,
G11,148,,
G12,148,,
H1,148,264452.5938,28681.83594
H2,148,,
H3,148,301881.5625,31989.27734
H4,148,,
H5,148,68369.07813,33070.14063
H6,148,,
H7,148,311489.4375,33464.24609
H8,148,,
H9,148,-10763.9668,-2094.847656
H10,148,,
H11,148,,
H12,148,,
A1,149,271771.4688,26939.32813
A2,149,,
A3,149,344791.0313,35487.29688
A4,149,,
A5,149,293200.125,28436.01563
A6,149,,
A7,149,318498.9063,30617.56641
A8,149,,
A9,149,352490.7813,32965.37891
A10,149,,
A11,149,,
A12,149,,
B1,149,253960.3438,26855.37109
B2,149,,
B3,149,330516.5938,31207.1875
B4,149,,
B5,149,282046.3125,26836.86719
B6,149,,
B7,149,279998.5938,27624.12109
B8,149,,
B9,149,290507.1875,28247.82422
B10,149,,
B11,149,,
B12,149,,
C1,149,338368.7813,34488.12891
C2,149,,
C3,149,318121.125,30291.12109
C4,149,,
C5,149,289175.875,29498.39453
C6,149,,
C7,149,300073.9688,30441.98438
C8,149,,
C9,149,301320.9375,28737.78906
C10,149,,
C11,149,,
C12,149,,
D1,149,293963.125,28786.27344
D2,149,,
D3,149,296608.8438,29215.18359
D4,149,,
D5,149,276826.3125,28536.875
D6,149,,
D7,149,272445.0938,28865.72266
D8,149,,
D9,149,345830.625,35431.98438
D10,149,,
D11,149,,
D12,149,,
E1,149,300893.7813,30768.14844
E2,149,,
E3,149,324594,32083.23828
E4,149,,
E5,149,316203.0313,32752.75391
E6,149,,
E7,149,305379,30897.32031
E8,149,,
E9,149,323542.5313,31824.45313
E10,149,,
E11,149,,
E12,149,,
F1,149,314699.2813,32452.74609
F2,149,,
F3,149,304809.0938,30773.77344
F4,149,,
F5,149,292263.0313,30112.72656
F6,149,,
F7,149,308810.4688,31677.875
F8,149,,
F9,149,322611.7813,32501.41406
F10,149,,
F11,149,,
F12,149,,
G1,149,278771.125,29349.92969
G2,149,,
G3,149,303626.25,30831.75391
G4,149,,
G5,149,313816.9375,33280.13281
G6,149,,
G7,149,290291.5,30432.92578
G8,149,,
G9,149,363388.4688,40318.33594
G10,149,,
G11,149,,
G12,149,,
H1,149,261962.0313,28839.10547
H2,149,,
H3,149,299537.2813,32159.28906
H4,149,,
H5,149,68077.875,33236.63672
H6,149,,
H7,149,308468.125,33592.38672
H8,149,,
H9,149,-10782.19336,-2076.907715
H10,149,,
H11,149,,
H12,149,,
A1,150,269209.2813,26953.01172
A2,150,,
A3,150,341048.7188,35544.0625
A4,150,,
A5,150,291478.875,28643.73438
A6,150,,
A7,150,316073.9063,30763.99609
A8,150,,
A9,150,347248.125,32993.19141
A10,150,,
A11,150,,
A12,150,,
B1,150,251006.4063,26941.05859
B2,150,,
B3,150,327837.5313,31348.53906
B4,150,,
B5,150,280631.3125,27090.96875
B6,150,,
B7,150,276061.125,27391.94531
B8,150,,
B9,150,289740.0938,28705.23047
B10,150,,
B11,150,,
B12,150,,
C1,150,335274.3125,34602.51563
C2,150,,
C3,150,315001.6875,30363
C4,150,,
C5,150,285886.4688,29449.29297
C6,150,,
C7,150,297978.9375,30654.57031
C8,150,,
C9,150,296134.1875,28644.17578
C10,150,,
C11,150,,
C12,150,,
D1,150,292031.4063,28960.98047
D2,150,,
D3,150,293459.375,29262.40234
D4,150,,
D5,150,274602.7813,28736.59766
D6,150,,
D7,150,271235.8438,29231.79297
D8,150,,
D9,150,340209.8438,35284.04688
D10,150,,
D11,150,,
D12,150,,
E1,150,297560.7188,30831.42188
E2,150,,
E3,150,322334.0625,32285.61719
E4,150,,
E5,150,313940.0625,32999.21094
E6,150,,
E7,150,303985.8125,31299.10156
E8,150,,
E9,150,318287.4688,31714.41016
E10,150,,
E11,150,,
E12,150,,
F1,150,311616.625,32593.25781
F2,150,,
F3,150,302145.2188,30932.35547
F4,150,,
F5,150,290418.25,30325.37109
F6,150,,
F7,150,305954.5,31891.43359
F8,150,,
F9,150,317787.0625,32334.89063
F10,150,,
F11,150,,
F12,150,,
G1,150,276429.1563,29493.21875
G2,150,,
G3,150,300189.7813,30880.55469
G4,150,,
G5,150,310605.6563,33316.13672
G6,150,,
G7,150,287037.7188,30397.44141
G8,150,,
G9,150,362491.6875,40747.68359
G10,150,,
G11,150,,
G12,150,,
H1,150,259192.1875,28916.67188
H2,150,,
H3,150,296737.6563,32295.11719
H4,150,,
H5,150,67553.27344,33321.18359
H6,150,,
H7,150,305431.2188,33633.99609
H8,150,,
H9,150,-10786.08691,-2082.968506
H10,150,,
H11,150,,
H12,150,,
A1,151,267072.7188,27191.74609
A2,151,,
A3,151,338139.9688,35681.64453
A4,151,,
A5,151,289068.0938,28822.76172
A6,151,,
A7,151,313485.625,30922.47266
A8,151,,
A9,151,344979.6875,33174.42188
A10,151,,
A11,151,,
A12,151,,
B1,151,249344.9063,27059.23047
B2,151,,
B3,151,325523.4375,31536.21875
B4,151,,
B5,151,278023.1875,27211.67578
B6,151,,
B7,151,274597.1563,27668.91797
B8,151,,
B9,151,286083.4688,28678.54297
B10,151,,
B11,151,,
B12,151,,
C1,151,332063.4688,34785.26953
C2,151,,
C3,151,311703.1563,30467.37109
C4,151,,
C5,151,283783.875,29692.44141
C6,151,,
C7,151,294021.9688,30598.39844
C8,151,,
C9,151,295309.4375,28942.69922
C10,151,,
C11,151,,
C12,151,,
D1,151,288380.2188,29022.89844
D2,151,,
D3,151,290295.9688,29332.17969
D4,151,,
D5,151,271128.1563,28665.62891
D6,151,,
D7,151,266955.875,29183.58594
D8,151,,
D9,151,339212.9688,35671.62891
D10,151,,
D11,151,,
D12,151,,
E1,151,294280.2813,30904.32031
E2,151,,
E3,151,319246.625,32372.91797
E4,151,,
E5,151,309211.7188,32835.40625
E6,151,,
E7,151,300146.6875,31299.33594
E8,151,,
E9,151,316852.7813,32034.0625
E10,151,,
E11,151,,
E12,151,,
F1,151,308492.2188,32710.39063
F2,151,,
F3,151,299312.2813,31062.78125
F4,151,,
F5,151,287173.3125,30331.09766
F6,151,,
F7,151,303474.0938,32003.85547
F8,151,,
F9,151,316060.6875,32628.78516
F10,151,,
F11,151,,
F12,151,,
G1,151,275193.3438,29767.21484
G2,151,,
G3,151,297671.25,31043.79297
G4,151,,
G5,151,308070.3125,33527.71875
G6,151,,
G7,151,284380.4375,30531.19141
G8,151,,
G9,151,358422.3125,40764.24609
G10,151,,
G11,151,,
G12,151,,
H1,151,256209.2656,28993.12891
H2,151,,
H3,151,294144.4688,32456.42578
H4,151,,
H5,151,66996.625,33392.24609
H6,151,,
H7,151,302541.0313,33736.45703
H8,151,,
H9,151,-10791.1377,-2080.389648
H10,151,,
H11,151,,
H12,151,,
A1,152,264432,27296.0625
A2,152,,
A3,152,335299.9375,35866.67969
A4,152,,
A5,152,287574.7188,29050.26172
A6,152,,
A7,152,310797.875,31093.18359
A8,152,,
A9,152,341829.9063,33437.54688
A10,152,,
A11,152,,
A12,152,,
B1,152,246659.625,27086.98828
B2,152,,
B3,152,321893.3125,31628.66406
B4,152,,
B5,152,277203.3438,27546.74609
B6,152,,
B7,152,272124.375,27784.55469
B8,152,,
B9,152,286704,29093.67969
B10,152,,
B11,152,,
B12,152,,
C1,152,328936.6563,34925.64453
C2,152,,
C3,152,309617.0625,30647.77734
C4,152,,
C5,152,279977.5,29518.85156
C6,152,,
C7,152,290944.1875,30724.55469
C8,152,,
C9,152,292738.1875,29280.48438
C10,152,,
C11,152,,
C12,152,,
D1,152,285960.25,29185.77344
D2,152,,
D3,152,287962.75,29509.39453
D4,152,,
D5,152,268593.2813,28826.85938
D6,152,,
D7,152,263641.5625,29256.47656
D8,152,,
D9,152,334972.8438,35741.61719
D10,152,,
D11,152,,
D12,152,,
E1,152,291953.4375,31072.93359
E2,152,,
E3,152,315924.375,32438.49219
E4,152,,
E5,152,307940.9375,33232.58594
E6,152,,
E7,152,297539.9375,31440.03125
E8,152,,
E9,152,312862.625,32075.91797
E10,152,,
E11,152,,
E12,152,,
F1,152,305278.2813,32761.46094
F2,152,,
F3,152,296654.75,31206.05078
F4,152,,
F5,152,286444.9375,30798.54688
F6,152,,
F7,152,300452.5938,32135.28516
